cuda
Files already downloaded and verified
Files already downloaded and verified
Epoch:  0 Batch:   1 Loss: ['3.3617', '1.6796', '0.6380'] Accuracy Train: ['9.0%', '11.0%', '9.5%']%
Epoch:  0 Batch:  11 Loss: ['2.3006', '1.2088', '0.5216'] Accuracy Train: ['31.7%', '28.1%', '19.5%']%
Epoch:  0 Batch:  21 Loss: ['2.0418', '1.0542', '0.4719'] Accuracy Train: ['37.9%', '33.7%', '24.6%']%
Epoch:  0 Batch:  31 Loss: ['1.9040', '0.9719', '0.4422'] Accuracy Train: ['41.7%', '37.5%', '28.3%']%
Epoch:  0 Batch:  41 Loss: ['1.8164', '0.9374', '0.4276'] Accuracy Train: ['44.4%', '40.7%', '31.1%']%
Epoch:  0 Batch:  51 Loss: ['1.5915', '0.8238', '0.3975'] Accuracy Train: ['47.0%', '43.4%', '33.8%']%
Epoch:  0 Batch:  61 Loss: ['1.6356', '0.8210', '0.3802'] Accuracy Train: ['48.8%', '45.5%', '35.9%']%
Epoch:  0 Batch:  71 Loss: ['1.5036', '0.7458', '0.3483'] Accuracy Train: ['50.5%', '47.2%', '37.9%']%
Epoch:  0 Batch:  81 Loss: ['1.5217', '0.7430', '0.3484'] Accuracy Train: ['52.0%', '49.0%', '39.9%']%

Tests: 10000 | Loss: ['1.48', '1.43', '1.74'] | Accuracy Test: ['62.98%', '63.06%', '53.60%'] | Times: [['7.38ms', '11.45ms'], ['8.87ms', '5.78ms'], ['8.51ms', '5.33ms']] | CNFs: ['0.59', '0.61', '0.53']

Epoch:  1 Batch:   1 Loss: ['1.4358', '0.7183', '0.3426'] Accuracy Train: ['65.0%', '61.8%', '51.8%']%
Epoch:  1 Batch:  11 Loss: ['1.3742', '0.6590', '0.3016'] Accuracy Train: ['65.8%', '64.8%', '56.5%']%
Epoch:  1 Batch:  21 Loss: ['1.3094', '0.6230', '0.3062'] Accuracy Train: ['66.2%', '66.0%', '57.1%']%
Epoch:  1 Batch:  31 Loss: ['1.2198', '0.5943', '0.2833'] Accuracy Train: ['66.6%', '66.8%', '58.1%']%
Epoch:  1 Batch:  41 Loss: ['1.2561', '0.5844', '0.2902'] Accuracy Train: ['66.7%', '67.4%', '59.1%']%
Epoch:  1 Batch:  51 Loss: ['1.2706', '0.6039', '0.2956'] Accuracy Train: ['66.9%', '67.9%', '59.6%']%
Epoch:  1 Batch:  61 Loss: ['1.2092', '0.5611', '0.2561'] Accuracy Train: ['67.1%', '68.2%', '60.5%']%
Epoch:  1 Batch:  71 Loss: ['1.2211', '0.5667', '0.2735'] Accuracy Train: ['67.5%', '68.6%', '61.2%']%
Epoch:  1 Batch:  81 Loss: ['1.1303', '0.4934', '0.2427'] Accuracy Train: ['68.0%', '69.2%', '61.9%']%

Tests: 10000 | Loss: ['1.21', '1.03', '1.27'] | Accuracy Test: ['69.92%', '73.98%', '66.95%'] | Times: [['6.89ms', '10.90ms'], ['8.50ms', '5.63ms'], ['8.25ms', '5.15ms']] | CNFs: ['0.67', '0.72', '0.67']

Epoch:  2 Batch:   1 Loss: ['1.1870', '0.5047', '0.2560'] Accuracy Train: ['70.0%', '73.2%', '66.5%']%
Epoch:  2 Batch:  11 Loss: ['1.0958', '0.5088', '0.2442'] Accuracy Train: ['71.6%', '73.0%', '65.8%']%
Epoch:  2 Batch:  21 Loss: ['0.9961', '0.4514', '0.2207'] Accuracy Train: ['73.2%', '74.6%', '67.3%']%
Epoch:  2 Batch:  31 Loss: ['1.0440', '0.4861', '0.2368'] Accuracy Train: ['73.4%', '75.1%', '68.1%']%
Epoch:  2 Batch:  41 Loss: ['1.0419', '0.4617', '0.2242'] Accuracy Train: ['73.9%', '75.6%', '68.7%']%
Epoch:  2 Batch:  51 Loss: ['1.0812', '0.4459', '0.2256'] Accuracy Train: ['74.0%', '75.9%', '69.4%']%
Epoch:  2 Batch:  61 Loss: ['0.9741', '0.4139', '0.2072'] Accuracy Train: ['74.2%', '76.1%', '69.8%']%
Epoch:  2 Batch:  71 Loss: ['0.9317', '0.4094', '0.1976'] Accuracy Train: ['74.2%', '76.4%', '70.1%']%
Epoch:  2 Batch:  81 Loss: ['1.0317', '0.4359', '0.2078'] Accuracy Train: ['74.5%', '76.8%', '70.6%']%

Tests: 10000 | Loss: ['1.06', '0.91', '1.08'] | Accuracy Test: ['73.39%', '76.65%', '71.94%'] | Times: [['7.76ms', '11.32ms'], ['8.43ms', '5.73ms'], ['8.30ms', '5.15ms']] | CNFs: ['0.72', '0.77', '0.74']

Epoch:  3 Batch:   1 Loss: ['0.9423', '0.3999', '0.2010'] Accuracy Train: ['76.8%', '79.7%', '73.5%']%
Epoch:  3 Batch:  11 Loss: ['0.9436', '0.3704', '0.1792'] Accuracy Train: ['77.1%', '80.1%', '74.0%']%
Epoch:  3 Batch:  21 Loss: ['0.9124', '0.3705', '0.1902'] Accuracy Train: ['77.9%', '80.3%', '74.8%']%
Epoch:  3 Batch:  31 Loss: ['0.9460', '0.4009', '0.1995'] Accuracy Train: ['77.8%', '80.6%', '75.1%']%
Epoch:  3 Batch:  41 Loss: ['0.9273', '0.3830', '0.1863'] Accuracy Train: ['77.6%', '80.5%', '75.0%']%
Epoch:  3 Batch:  51 Loss: ['0.9271', '0.3712', '0.1838'] Accuracy Train: ['77.7%', '80.7%', '75.2%']%
Epoch:  3 Batch:  61 Loss: ['0.8429', '0.3370', '0.1740'] Accuracy Train: ['77.8%', '80.8%', '75.4%']%
Epoch:  3 Batch:  71 Loss: ['0.8828', '0.3605', '0.1795'] Accuracy Train: ['78.0%', '80.9%', '75.5%']%
Epoch:  3 Batch:  81 Loss: ['0.8581', '0.3622', '0.1834'] Accuracy Train: ['78.1%', '81.0%', '75.8%']%

Tests: 10000 | Loss: ['0.98', '0.80', '0.97'] | Accuracy Test: ['75.23%', '79.26%', '74.55%'] | Times: [['7.39ms', '11.24ms'], ['8.48ms', '5.61ms'], ['8.35ms', '5.18ms']] | CNFs: ['0.75', '0.81', '0.78']

Epoch:  4 Batch:   1 Loss: ['0.7641', '0.2896', '0.1645'] Accuracy Train: ['82.7%', '86.0%', '78.0%']%
Epoch:  4 Batch:  11 Loss: ['0.7961', '0.3277', '0.1740'] Accuracy Train: ['81.5%', '84.6%', '78.1%']%
Epoch:  4 Batch:  21 Loss: ['0.8680', '0.3388', '0.1779'] Accuracy Train: ['81.5%', '84.7%', '78.3%']%
Epoch:  4 Batch:  31 Loss: ['0.8152', '0.3321', '0.1601'] Accuracy Train: ['81.4%', '84.7%', '78.6%']%
Epoch:  4 Batch:  41 Loss: ['0.7947', '0.3207', '0.1643'] Accuracy Train: ['81.2%', '84.6%', '78.7%']%
Epoch:  4 Batch:  51 Loss: ['0.8028', '0.3166', '0.1621'] Accuracy Train: ['81.2%', '84.6%', '79.0%']%
Epoch:  4 Batch:  61 Loss: ['0.7595', '0.2896', '0.1446'] Accuracy Train: ['81.4%', '84.7%', '79.0%']%
Epoch:  4 Batch:  71 Loss: ['0.7906', '0.3125', '0.1592'] Accuracy Train: ['81.3%', '84.6%', '79.2%']%
Epoch:  4 Batch:  81 Loss: ['0.7525', '0.2969', '0.1493'] Accuracy Train: ['81.3%', '84.5%', '79.3%']%

Tests: 10000 | Loss: ['0.94', '0.75', '0.86'] | Accuracy Test: ['75.42%', '81.00%', '77.59%'] | Times: [['7.37ms', '11.21ms'], ['8.48ms', '5.63ms'], ['8.31ms', '5.25ms']] | CNFs: ['0.77', '0.82', '0.81']


Duration: 128 seconds

Tests: 10000 | Loss: ['0.71', '0.57', '0.66'] | Accuracy Test: ['75.42%', '81.00%', '77.92%'] | Times: [['7.52ms', '11.17ms'], ['8.50ms', '5.76ms'], ['8.61ms', '5.37ms']] | CNFs: ['0.77', '0.82', '0.81']

Correct: 3 - [[0.3671306371688843, 3], [0.8532789349555969, 3], [0.47257164120674133, 3]]
Correct: 8 - [[0.33327457308769226, 8], [0.2789398431777954, 9], [0.2891707420349121, 0]]
Correct: 0 - [[0.3056412637233734, 5], [0.5559732913970947, 6], [0.6063456535339355, 6]]
Correct: 7 - [[0.8921712636947632, 7], [0.9795142412185669, 7], [0.6447505354881287, 7]]
Correct: 8 - [[0.3806299567222595, 8], [0.6165445446968079, 8], [0.28736412525177, 0]]
Correct: 5 - [[0.28065529465675354, 5], [0.35660088062286377, 2], [0.17919449508190155, 9]]
Correct: 0 - [[0.5614244937896729, 0], [0.4148211181163788, 4], [0.30137985944747925, 0]]
Correct: 0 - [[0.5335684418678284, 0], [0.7507323026657104, 0], [0.7166793942451477, 0]]
Correct: 1 - [[0.5129155516624451, 6], [0.43255698680877686, 9], [0.45192021131515503, 1]]
Correct: 3 - [[0.5299103260040283, 0], [0.41075751185417175, 0], [0.2829238772392273, 0]]
Correct: 9 - [[0.4970535635948181, 0], [0.3919570744037628, 0], [0.22518089413642883, 9]]
Correct: 1 - [[0.4197489023208618, 5], [0.3114398717880249, 6], [0.35100746154785156, 6]]
Correct: 5 - [[0.26723170280456543, 5], [0.4672078788280487, 2], [0.2677055597305298, 0]]
Correct: 3 - [[0.2797066271305084, 0], [0.8628178238868713, 3], [0.2627282738685608, 3]]
Correct: 4 - [[0.2654481530189514, 7], [0.3320317268371582, 7], [0.13512638211250305, 2]]
Correct: 4 - [[0.3697216808795929, 7], [0.306115984916687, 7], [0.20733585953712463, 6]]
Correct: 0 - [[0.47381702065467834, 4], [0.5492551922798157, 4], [0.629715621471405, 4]]
Correct: 9 - [[0.3241252303123474, 9], [0.7233946323394775, 9], [0.7498941421508789, 9]]
Correct: 9 - [[0.5731985569000244, 2], [0.7688086032867432, 9], [0.8031551241874695, 9]]
Correct: 9 - [[0.4769756495952606, 9], [0.865760326385498, 9], [0.8497976064682007, 9]]
Correct: 9 - [[0.25480329990386963, 5], [0.623248279094696, 9], [0.24885307252407074, 2]]
Correct: 8 - [[0.4871007204055786, 3], [0.6795241832733154, 3], [0.25061559677124023, 3]]
Correct: 2 - [[0.5735586285591125, 7], [0.4733366370201111, 2], [0.32014957070350647, 9]]
Correct: 4 - [[0.5267143249511719, 2], [0.5268022418022156, 2], [0.2599569261074066, 4]]
Correct: 2 - [[0.34219563007354736, 3], [0.8685052394866943, 2], [0.2909218668937683, 2]]
Correct: 2 - [[0.34747135639190674, 2], [0.3099234998226166, 0], [0.284501850605011, 3]]
Correct: 5 - [[0.3062974810600281, 9], [0.2952173352241516, 5], [0.21232643723487854, 5]]
Correct: 1 - [[0.3392588794231415, 2], [0.5387997031211853, 1], [0.5363290309906006, 1]]
Correct: 9 - [[0.237858846783638, 2], [0.5338723659515381, 3], [0.3032987415790558, 6]]
Correct: 1 - [[0.2672332227230072, 9], [0.7179102897644043, 1], [0.3564941883087158, 1]]
Correct: 0 - [[0.43936625123023987, 2], [0.6651261448860168, 2], [0.5304400324821472, 2]]
Correct: 9 - [[0.37849161028862, 9], [0.39053255319595337, 9], [0.2112271636724472, 1]]
Correct: 4 - [[0.572849690914154, 4], [0.3234233558177948, 1], [0.6067240238189697, 1]]
Correct: 2 - [[0.30975309014320374, 4], [0.4265049695968628, 4], [0.20632709562778473, 1]]
Correct: 1 - [[0.25387996435165405, 2], [0.5009581446647644, 6], [0.7114666700363159, 1]]
Correct: 6 - [[0.4363510012626648, 6], [0.79341059923172, 6], [0.4355950653553009, 6]]
Correct: 0 - [[0.3339414894580841, 5], [0.43124207854270935, 5], [0.2505534291267395, 3]]
Correct: 3 - [[0.4904731214046478, 5], [0.4425661265850067, 2], [0.18043571710586548, 2]]
Correct: 7 - [[0.40525153279304504, 2], [0.4093862771987915, 3], [0.27946871519088745, 0]]
Correct: 6 - [[0.2043793648481369, 1], [0.3312216103076935, 2], [0.17929503321647644, 1]]
Correct: 3 - [[0.3556646406650543, 5], [0.4759662449359894, 3], [0.19271788001060486, 3]]
Correct: 1 - [[0.29615065455436707, 2], [0.5979031920433044, 9], [0.34219595789909363, 9]]
Correct: 8 - [[0.632959246635437, 0], [0.9130504131317139, 0], [0.4261058568954468, 0]]
Correct: 6 - [[0.21423916518688202, 5], [0.2808840572834015, 9], [0.3777807056903839, 9]]
Correct: 5 - [[0.5006846189498901, 0], [0.3798457980155945, 3], [0.30413177609443665, 9]]
Correct: 7 - [[0.6138225793838501, 2], [0.4662153422832489, 7], [0.25197455286979675, 2]]
Correct: 2 - [[0.2781151533126831, 2], [0.4107333719730377, 2], [0.2597994804382324, 7]]
Correct: 8 - [[0.25006935000419617, 3], [0.3649686872959137, 3], [0.25451117753982544, 9]]
Correct: 4 - [[0.25229084491729736, 0], [0.39029446244239807, 3], [0.5330247282981873, 7]]
Correct: 4 - [[0.3894735872745514, 4], [0.2586003541946411, 6], [0.3522779047489166, 4]]
Correct: 8 - [[0.297428697347641, 2], [0.49046021699905396, 8], [0.3972046673297882, 6]]
Correct: 3 - [[0.42775604128837585, 9], [0.3067013621330261, 3], [0.2616666257381439, 1]]
Correct: 5 - [[0.613894522190094, 5], [0.43929269909858704, 6], [0.2099737673997879, 6]]
Correct: 0 - [[0.3000316321849823, 4], [0.413314551115036, 2], [0.3809528648853302, 0]]
Correct: 5 - [[0.3696422874927521, 2], [0.309040367603302, 3], [0.18145784735679626, 9]]
Correct: 7 - [[0.6163912415504456, 7], [0.8176829218864441, 7], [0.5532507300376892, 7]]
Correct: 4 - [[0.6467536687850952, 4], [0.9190085530281067, 4], [0.5437809824943542, 4]]
Correct: 4 - [[0.4285879135131836, 4], [0.7784232497215271, 4], [0.5350624918937683, 4]]
Correct: 2 - [[0.4667801558971405, 0], [0.25747498869895935, 4], [0.3072345554828644, 4]]
Correct: 2 - [[0.3705116808414459, 5], [0.4379284977912903, 2], [0.4466952383518219, 9]]
Correct: 7 - [[0.4176524579524994, 7], [0.7177453637123108, 7], [0.7030071020126343, 7]]
Correct: 3 - [[0.2910255193710327, 2], [0.2826208770275116, 5], [0.21054130792617798, 1]]
Correct: 6 - [[0.5419723987579346, 4], [0.3319500684738159, 0], [0.605109453201294, 1]]
Correct: 0 - [[0.31997987627983093, 3], [0.4464736580848694, 3], [0.5314911603927612, 0]]
Correct: 2 - [[0.513343095779419, 2], [0.28772056102752686, 2], [0.21850253641605377, 9]]
Correct: 7 - [[0.4448244869709015, 7], [0.8194724321365356, 7], [0.2656305432319641, 3]]
Correct: 6 - [[0.4482958912849426, 1], [0.7161879539489746, 6], [0.6237604022026062, 6]]
Correct: 2 - [[0.3190474212169647, 4], [0.8636330962181091, 2], [0.4644555151462555, 2]]
Correct: 3 - [[0.5133342146873474, 3], [0.827078640460968, 3], [0.4825144410133362, 3]]
Correct: 0 - [[0.3867347538471222, 0], [0.6769092679023743, 0], [0.2757185697555542, 0]]
Correct: 7 - [[0.4941959083080292, 7], [0.9649180769920349, 7], [0.7556397318840027, 7]]
Correct: 7 - [[0.28817883133888245, 2], [0.4239727556705475, 7], [0.42953822016716003, 9]]
Correct: 8 - [[0.2593156695365906, 0], [0.4055687487125397, 8], [0.33277666568756104, 8]]
Correct: 1 - [[0.7211592197418213, 9], [0.7703137397766113, 9], [0.3364250361919403, 9]]
Correct: 1 - [[0.2358107715845108, 5], [0.5913010239601135, 1], [0.4981669783592224, 1]]
Correct: 4 - [[0.37990522384643555, 3], [0.3619205951690674, 4], [0.5720303058624268, 3]]
Correct: 6 - [[0.31790849566459656, 0], [0.2961471378803253, 3], [0.26909708976745605, 9]]
Correct: 0 - [[0.27194520831108093, 0], [0.4175012409687042, 0], [0.4481440782546997, 4]]
Correct: 6 - [[0.39240509271621704, 6], [0.5110599994659424, 6], [0.26371774077415466, 6]]
Correct: 6 - [[0.29223209619522095, 3], [0.5869749784469604, 3], [0.37111300230026245, 3]]
Correct: 5 - [[0.27390769124031067, 2], [0.5117200613021851, 9], [0.4071499705314636, 6]]
Correct: 5 - [[0.4114092290401459, 2], [0.5157224535942078, 5], [0.455495685338974, 9]]
Correct: 6 - [[0.7238892912864685, 6], [0.9637864232063293, 6], [0.9974837303161621, 6]]
Correct: 3 - [[0.23219363391399384, 6], [0.26957738399505615, 6], [0.23900726437568665, 6]]
Correct: 9 - [[0.30324000120162964, 7], [0.7982703447341919, 9], [0.24707230925559998, 1]]
Correct: 3 - [[0.4960257411003113, 2], [0.4174366295337677, 3], [0.24990211427211761, 3]]
Correct: 6 - [[0.37397176027297974, 3], [0.838141143321991, 6], [0.25153663754463196, 6]]
Correct: 8 - [[0.34655648469924927, 2], [0.3555446267127991, 3], [0.18867234885692596, 2]]
Correct: 7 - [[0.2692599594593048, 5], [0.2487148642539978, 3], [0.17770209908485413, 7]]
Correct: 6 - [[0.5350186228752136, 2], [0.4931563436985016, 2], [0.39313361048698425, 9]]
Correct: 4 - [[0.30175507068634033, 2], [0.40457841753959656, 7], [0.36359161138534546, 9]]
Correct: 9 - [[0.57276451587677, 9], [0.9166911840438843, 9], [0.5025898814201355, 9]]
Correct: 5 - [[0.41077637672424316, 3], [0.3801584839820862, 9], [0.29222869873046875, 9]]
Correct: 6 - [[0.521587610244751, 6], [0.5522418022155762, 6], [0.5999580025672913, 6]]
Correct: 4 - [[0.40838536620140076, 4], [0.44041216373443604, 0], [0.38366979360580444, 0]]
Correct: 1 - [[0.5628352761268616, 1], [0.8830700516700745, 1], [0.7041232585906982, 1]]
Correct: 6 - [[0.29710665345191956, 9], [0.8181365728378296, 9], [0.5121602416038513, 9]]
Correct: 3 - [[0.3587919771671295, 2], [0.6263919472694397, 2], [0.34107083082199097, 2]]
Correct: 8 - [[0.21281121671199799, 8], [0.6610181331634521, 9], [0.310276597738266, 9]]
Correct: 2 - [[0.5240843892097473, 0], [0.4333678185939789, 0], [0.4302835166454315, 0]]
Correct: 3 - [[0.3380499482154846, 3], [0.4031257629394531, 6], [0.22319936752319336, 1]]
Correct: 9 - [[0.27851614356040955, 3], [0.5871754884719849, 9], [0.4815692603588104, 9]]
Correct: 8 - [[0.21014928817749023, 5], [0.3416978418827057, 6], [0.24867264926433563, 6]]
Correct: 5 - [[0.6084036827087402, 5], [0.5249388813972473, 5], [0.17044296860694885, 6]]
Correct: 1 - [[0.22674202919006348, 6], [0.5514791011810303, 6], [0.9172357320785522, 1]]
Correct: 5 - [[0.5031656622886658, 5], [0.4240024983882904, 3], [0.22379738092422485, 3]]
Correct: 4 - [[0.3900795578956604, 5], [0.6171307563781738, 2], [0.2670561671257019, 9]]
Correct: 5 - [[0.26035237312316895, 6], [0.36647242307662964, 6], [0.4139714539051056, 1]]
Correct: 7 - [[0.8104758262634277, 7], [0.8632579445838928, 7], [0.36090803146362305, 7]]
Correct: 5 - [[0.31345170736312866, 2], [0.33311888575553894, 2], [0.2992880642414093, 9]]
Correct: 7 - [[0.39448365569114685, 7], [0.5870084762573242, 7], [0.31881728768348694, 1]]
Correct: 8 - [[0.2617882788181305, 2], [0.380019873380661, 8], [0.7188873291015625, 1]]
Correct: 9 - [[0.4026137888431549, 9], [0.7645593881607056, 9], [0.7360547780990601, 9]]
Correct: 1 - [[0.49330824613571167, 6], [0.4356754720211029, 6], [0.37821629643440247, 1]]
Correct: 7 - [[0.2942633628845215, 2], [0.31161507964134216, 7], [0.4605870842933655, 2]]
Correct: 2 - [[0.3274194896221161, 5], [0.550823986530304, 3], [0.2602808475494385, 7]]
Correct: 5 - [[0.6549314260482788, 5], [0.5957473516464233, 5], [0.20392824709415436, 3]]
Correct: 6 - [[0.2493021935224533, 4], [0.5909698009490967, 0], [0.3771403729915619, 9]]
Correct: 8 - [[0.276655375957489, 5], [0.3751572072505951, 0], [0.1867719441652298, 9]]
Correct: 4 - [[0.4279834032058716, 7], [0.6284240484237671, 4], [0.5353461503982544, 4]]
Correct: 6 - [[0.5847592949867249, 6], [0.33037903904914856, 6], [0.3130680024623871, 6]]
Correct: 5 - [[0.33685189485549927, 3], [0.3427681028842926, 3], [0.1556876301765442, 6]]
Correct: 3 - [[0.4300025701522827, 3], [0.9169495105743408, 3], [0.25901615619659424, 3]]
Correct: 9 - [[0.29067185521125793, 2], [0.6744270920753479, 9], [0.47834739089012146, 9]]
Correct: 9 - [[0.7222470641136169, 2], [0.6611782908439636, 9], [0.24624261260032654, 7]]
Correct: 8 - [[0.287092924118042, 6], [0.3068263530731201, 8], [0.28402993083000183, 8]]
Correct: 5 - [[0.5614210367202759, 0], [0.33327680826187134, 9], [0.2528502643108368, 1]]
Correct: 5 - [[0.19465942680835724, 4], [0.3111134469509125, 3], [0.19865447282791138, 7]]
Correct: 6 - [[0.402425616979599, 6], [0.4024572968482971, 6], [0.5545017123222351, 9]]
Correct: 4 - [[0.5731818675994873, 2], [0.4164637625217438, 4], [0.3256349563598633, 4]]
Correct: 5 - [[0.22580891847610474, 4], [0.3763781785964966, 2], [0.34415748715400696, 2]]
Correct: 9 - [[0.38180211186408997, 9], [0.7004092335700989, 9], [0.7458346486091614, 9]]
Correct: 7 - [[0.5095421671867371, 7], [0.8210130333900452, 7], [0.47102147340774536, 7]]
Correct: 3 - [[0.2104243040084839, 9], [0.5056318640708923, 9], [0.4188750684261322, 9]]
Correct: 4 - [[0.45085325837135315, 2], [0.7547478675842285, 7], [0.7649398446083069, 7]]
Correct: 1 - [[0.47282591462135315, 4], [0.5080679655075073, 1], [0.3560832142829895, 1]]
Correct: 4 - [[0.285177081823349, 0], [0.26943910121917725, 2], [0.3047110140323639, 6]]
Correct: 2 - [[0.3999811112880707, 5], [0.4342329204082489, 2], [0.30826348066329956, 3]]
Correct: 3 - [[0.43497347831726074, 4], [0.3771285116672516, 3], [0.22395442426204681, 0]]
Correct: 6 - [[0.2614733576774597, 3], [0.5288378000259399, 6], [0.7186220288276672, 6]]
Correct: 5 - [[0.35893529653549194, 3], [0.4076385498046875, 3], [0.22763188183307648, 3]]
Correct: 5 - [[0.6481451988220215, 5], [0.8624082803726196, 3], [0.3774682283401489, 3]]
Correct: 2 - [[0.36502858996391296, 3], [0.31699100136756897, 2], [0.29894784092903137, 3]]
Correct: 8 - [[0.6771487593650818, 2], [0.35089051723480225, 6], [0.360253244638443, 6]]
Correct: 0 - [[0.5253810286521912, 4], [0.9117748141288757, 0], [0.69110107421875, 0]]
Correct: 0 - [[0.31077519059181213, 0], [0.36504361033439636, 0], [0.2610405385494232, 0]]
Correct: 1 - [[0.5212575793266296, 2], [0.5579477548599243, 6], [0.3573128879070282, 1]]
Correct: 8 - [[0.26868391036987305, 5], [0.2764943242073059, 2], [0.35066306591033936, 6]]
Correct: 3 - [[0.36218976974487305, 2], [0.41405242681503296, 2], [0.2700135409832001, 1]]
Correct: 1 - [[0.23526349663734436, 4], [0.5832269191741943, 1], [0.5413355827331543, 1]]
Correct: 3 - [[0.5934847593307495, 3], [0.5982842445373535, 3], [0.42563194036483765, 3]]
Correct: 5 - [[0.5912372469902039, 5], [0.5378194451332092, 3], [0.1621471792459488, 1]]
Correct: 8 - [[0.18372878432273865, 9], [0.3043804466724396, 1], [0.4439312219619751, 1]]
Correct: 3 - [[0.30681148171424866, 5], [0.416873961687088, 2], [0.36603376269340515, 3]]
Correct: 8 - [[0.25311896204948425, 8], [0.22492392361164093, 4], [0.2790899872779846, 8]]
Correct: 5 - [[0.26374274492263794, 5], [0.44549208879470825, 5], [0.35161536931991577, 3]]
Correct: 8 - [[0.1751599907875061, 2], [0.6783800721168518, 8], [0.275029718875885, 9]]
Correct: 6 - [[0.5804632306098938, 2], [0.26654326915740967, 2], [0.2603176236152649, 2]]
Correct: 3 - [[0.5867547988891602, 3], [0.9547958374023438, 3], [0.6443690061569214, 3]]
Correct: 5 - [[0.4627416729927063, 5], [0.32478615641593933, 6], [0.25734394788742065, 9]]
Correct: 5 - [[0.5745558738708496, 5], [0.4353832006454468, 5], [0.40165165066719055, 3]]
Correct: 5 - [[0.4950428605079651, 6], [0.45296692848205566, 5], [0.3318242132663727, 3]]
Correct: 0 - [[0.3413577377796173, 4], [0.34635889530181885, 4], [0.3612692356109619, 0]]
Correct: 9 - [[0.668579638004303, 2], [0.4294275939464569, 9], [0.33175501227378845, 9]]
Correct: 5 - [[0.31804975867271423, 5], [0.2505495250225067, 3], [0.3496273159980774, 9]]
Correct: 5 - [[0.28293925523757935, 5], [0.2877277135848999, 2], [0.3428599536418915, 6]]
Correct: 7 - [[0.44960135221481323, 7], [0.9107246994972229, 7], [0.8326423168182373, 7]]
Correct: 1 - [[0.36147329211235046, 6], [0.3458760380744934, 6], [0.7880747318267822, 1]]
Correct: 8 - [[0.35054343938827515, 2], [0.23693645000457764, 3], [0.2334478795528412, 0]]
Correct: 2 - [[0.23106931149959564, 0], [0.42995685338974, 0], [0.5207859873771667, 1]]
Correct: 2 - [[0.2491966187953949, 0], [0.8548481464385986, 2], [0.40855956077575684, 1]]
Correct: 7 - [[0.5623935461044312, 7], [0.4615471363067627, 7], [0.1984870582818985, 0]]
Correct: 3 - [[0.6506443023681641, 3], [0.9645501971244812, 3], [0.8533581495285034, 3]]
Correct: 4 - [[0.7805939316749573, 4], [0.6708042025566101, 4], [0.36418119072914124, 0]]
Correct: 2 - [[0.38981592655181885, 5], [0.671793520450592, 2], [0.3970288038253784, 8]]
Correct: 9 - [[0.4553256928920746, 9], [0.7236945033073425, 9], [0.5849542617797852, 6]]
Correct: 6 - [[0.3708571195602417, 6], [0.7247264981269836, 6], [0.6822831034660339, 6]]
Correct: 2 - [[0.3048282265663147, 0], [0.8750998377799988, 2], [0.20254504680633545, 2]]
Correct: 2 - [[0.7925857305526733, 2], [0.9507498145103455, 2], [0.3671965003013611, 2]]
Correct: 4 - [[0.503928542137146, 4], [0.5305676460266113, 4], [0.5743861794471741, 4]]
Correct: 3 - [[0.2672210931777954, 0], [0.535294771194458, 3], [0.2867778539657593, 0]]
Correct: 0 - [[0.3852081894874573, 0], [0.7936590313911438, 0], [0.9228478670120239, 0]]
Correct: 2 - [[0.43094030022621155, 0], [0.39915600419044495, 0], [0.20248405635356903, 7]]
Correct: 0 - [[0.25093215703964233, 2], [0.28955990076065063, 2], [0.13489575684070587, 3]]
Correct: 1 - [[0.27849432826042175, 9], [0.6395561695098877, 9], [0.663012683391571, 1]]
Correct: 3 - [[0.42337721586227417, 3], [0.5217424631118774, 9], [0.3519042134284973, 6]]
Correct: 2 - [[0.448149710893631, 2], [0.879059374332428, 2], [0.22072000801563263, 2]]
Correct: 2 - [[0.7485511302947998, 6], [0.8099022507667542, 6], [0.8233329057693481, 6]]
Correct: 7 - [[0.8120589852333069, 7], [0.6718062162399292, 7], [0.5336308479309082, 7]]
Correct: 0 - [[0.40299493074417114, 0], [0.7367658615112305, 0], [0.19499854743480682, 2]]
Correct: 1 - [[0.3679567277431488, 2], [0.31600192189216614, 1], [0.5369327068328857, 1]]
Correct: 0 - [[0.31909292936325073, 4], [0.28666070103645325, 2], [0.28923672437667847, 0]]
Correct: 7 - [[0.42654091119766235, 4], [0.3508836627006531, 4], [0.30586618185043335, 1]]
Correct: 7 - [[0.5698695182800293, 7], [0.8335304856300354, 7], [0.6617370247840881, 7]]
Correct: 2 - [[0.6760591268539429, 2], [0.6316908597946167, 2], [0.1893056482076645, 2]]
Correct: 0 - [[0.275360643863678, 0], [0.6264008283615112, 0], [0.49989548325538635, 9]]
Correct: 1 - [[0.20864199101924896, 5], [0.503928542137146, 1], [0.5998114347457886, 1]]
Correct: 6 - [[0.3466315269470215, 6], [0.8375943303108215, 6], [0.7143685221672058, 6]]
Correct: 5 - [[0.6815589666366577, 5], [0.7206871509552002, 3], [0.2270461767911911, 3]]
Correct: 0 - [[0.34942594170570374, 0], [0.5894800424575806, 0], [0.8205406069755554, 0]]
Correct: 2 - [[0.3419407308101654, 9], [0.4484386444091797, 9], [0.7169967293739319, 9]]
Correct: 2 - [[0.6500973701477051, 2], [0.9394089579582214, 2], [0.23373724520206451, 9]]
