cuda
Files already downloaded and verified
Files already downloaded and verified
Epoch:  0 Batch:   1 Loss: ['2.6048', '1.4299', '0.4677'] Accuracy Train: ['9.0%', '8.33%', '9.33%']%
Epoch:  0 Batch:  11 Loss: ['1.6215', '0.8782', '0.3872'] Accuracy Train: ['30.8%', '25.9%', '18.6%']%
Epoch:  0 Batch:  21 Loss: ['1.5201', '0.8365', '0.3719'] Accuracy Train: ['37.3%', '31.0%', '23.3%']%
Epoch:  0 Batch:  31 Loss: ['1.4115', '0.7589', '0.3396'] Accuracy Train: ['41.6%', '35.0%', '26.4%']%
Epoch:  0 Batch:  41 Loss: ['1.2780', '0.6771', '0.3067'] Accuracy Train: ['44.1%', '38.1%', '29.0%']%
Epoch:  0 Batch:  51 Loss: ['1.2086', '0.6346', '0.2926'] Accuracy Train: ['46.3%', '40.8%', '31.7%']%
Epoch:  0 Batch:  61 Loss: ['1.2115', '0.6196', '0.2742'] Accuracy Train: ['48.1%', '43.0%', '34.0%']%
Epoch:  0 Batch:  71 Loss: ['1.0566', '0.5565', '0.2597'] Accuracy Train: ['49.8%', '45.2%', '36.2%']%
Epoch:  0 Batch:  81 Loss: ['1.0527', '0.5329', '0.2442'] Accuracy Train: ['51.4%', '47.1%', '38.4%']%

Tests: 10000 | Loss: ['1.05', '1.08', '1.32'] | Accuracy Test: ['64.06%', '61.77%', '53.24%'] | Times: [['7.51ms', '11.89ms'], ['9.22ms', '5.98ms'], ['8.86ms', '5.33ms']] | CNFs: ['0.59', '0.61', '0.58']

Epoch:  1 Batch:   1 Loss: ['1.0068', '0.5136', '0.2505'] Accuracy Train: ['63.7%', '62.2%', '53.7%']%
Epoch:  1 Batch:  11 Loss: ['1.0428', '0.5170', '0.2502'] Accuracy Train: ['65.4%', '63.2%', '53.1%']%
Epoch:  1 Batch:  21 Loss: ['0.8761', '0.4383', '0.2121'] Accuracy Train: ['66.0%', '64.2%', '54.9%']%
Epoch:  1 Batch:  31 Loss: ['0.9055', '0.4416', '0.2300'] Accuracy Train: ['66.6%', '65.2%', '56.4%']%
Epoch:  1 Batch:  41 Loss: ['0.9238', '0.4343', '0.2039'] Accuracy Train: ['67.2%', '66.1%', '57.7%']%
Epoch:  1 Batch:  51 Loss: ['0.8984', '0.4458', '0.2186'] Accuracy Train: ['67.5%', '66.7%', '58.6%']%
Epoch:  1 Batch:  61 Loss: ['0.9136', '0.4044', '0.2009'] Accuracy Train: ['67.8%', '67.4%', '59.5%']%
Epoch:  1 Batch:  71 Loss: ['0.9054', '0.4268', '0.2016'] Accuracy Train: ['68.0%', '67.9%', '60.1%']%
Epoch:  1 Batch:  81 Loss: ['0.8541', '0.3915', '0.1875'] Accuracy Train: ['68.3%', '68.5%', '61.0%']%

Tests: 10000 | Loss: ['0.86', '0.78', '0.97'] | Accuracy Test: ['69.90%', '73.08%', '66.26%'] | Times: [['7.80ms', '11.86ms'], ['9.00ms', '6.12ms'], ['8.93ms', '5.70ms']] | CNFs: ['0.68', '0.72', '0.66']

Epoch:  2 Batch:   1 Loss: ['0.7640', '0.3498', '0.1911'] Accuracy Train: ['73.3%', '76.8%', '66.8%']%
Epoch:  2 Batch:  11 Loss: ['0.7451', '0.3192', '0.1612'] Accuracy Train: ['74.0%', '75.7%', '68.4%']%
Epoch:  2 Batch:  21 Loss: ['0.8642', '0.3911', '0.1839'] Accuracy Train: ['73.4%', '75.6%', '68.5%']%
Epoch:  2 Batch:  31 Loss: ['0.7415', '0.3498', '0.1753'] Accuracy Train: ['73.7%', '75.7%', '68.9%']%
Epoch:  2 Batch:  41 Loss: ['0.6950', '0.2928', '0.1639'] Accuracy Train: ['73.9%', '75.9%', '69.2%']%
Epoch:  2 Batch:  51 Loss: ['0.7212', '0.3152', '0.1674'] Accuracy Train: ['73.9%', '76.3%', '69.7%']%
Epoch:  2 Batch:  61 Loss: ['0.7293', '0.3461', '0.1674'] Accuracy Train: ['74.3%', '76.5%', '70.0%']%
Epoch:  2 Batch:  71 Loss: ['0.7871', '0.3648', '0.1663'] Accuracy Train: ['74.3%', '76.5%', '70.3%']%
Epoch:  2 Batch:  81 Loss: ['0.6658', '0.3015', '0.1538'] Accuracy Train: ['74.5%', '76.7%', '70.6%']%

Tests: 10000 | Loss: ['0.78', '0.72', '0.83'] | Accuracy Test: ['73.40%', '75.59%', '71.71%'] | Times: [['7.22ms', '11.08ms'], ['8.44ms', '5.54ms'], ['8.24ms', '5.14ms']] | CNFs: ['0.72', '0.77', '0.71']

Epoch:  3 Batch:   1 Loss: ['0.6576', '0.2992', '0.1509'] Accuracy Train: ['78.5%', '79.0%', '75.0%']%
Epoch:  3 Batch:  11 Loss: ['0.6271', '0.2712', '0.1403'] Accuracy Train: ['77.2%', '79.8%', '74.3%']%
Epoch:  3 Batch:  21 Loss: ['0.6388', '0.2533', '0.1372'] Accuracy Train: ['77.7%', '80.7%', '75.1%']%
Epoch:  3 Batch:  31 Loss: ['0.6698', '0.2962', '0.1471'] Accuracy Train: ['77.8%', '80.9%', '75.2%']%
Epoch:  3 Batch:  41 Loss: ['0.6160', '0.2594', '0.1303'] Accuracy Train: ['78.0%', '81.0%', '75.5%']%
Epoch:  3 Batch:  51 Loss: ['0.6612', '0.2832', '0.1558'] Accuracy Train: ['78.0%', '81.1%', '75.5%']%
Epoch:  3 Batch:  61 Loss: ['0.5466', '0.2327', '0.1277'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  71 Loss: ['0.6380', '0.2649', '0.1317'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  81 Loss: ['0.6313', '0.2588', '0.1283'] Accuracy Train: ['78.4%', '81.3%', '75.9%']%

Tests: 10000 | Loss: ['0.70', '0.60', '0.70'] | Accuracy Test: ['75.92%', '79.64%', '76.11%'] | Times: [['6.95ms', '10.90ms'], ['8.47ms', '5.55ms'], ['8.19ms', '5.07ms']] | CNFs: ['0.75', '0.80', '0.77']

Epoch:  4 Batch:   1 Loss: ['0.5795', '0.2511', '0.1248'] Accuracy Train: ['79.8%', '81.5%', '78.5%']%
Epoch:  4 Batch:  11 Loss: ['0.5062', '0.2156', '0.1249'] Accuracy Train: ['82.6%', '84.9%', '79.6%']%
Epoch:  4 Batch:  21 Loss: ['0.5737', '0.2502', '0.1359'] Accuracy Train: ['82.4%', '84.9%', '79.2%']%
Epoch:  4 Batch:  31 Loss: ['0.5229', '0.2021', '0.1163'] Accuracy Train: ['82.1%', '84.9%', '79.3%']%
Epoch:  4 Batch:  41 Loss: ['0.5963', '0.2348', '0.1229'] Accuracy Train: ['81.7%', '84.7%', '79.3%']%
Epoch:  4 Batch:  51 Loss: ['0.5725', '0.2585', '0.1241'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  61 Loss: ['0.6213', '0.2613', '0.1292'] Accuracy Train: ['81.6%', '84.5%', '79.5%']%
Epoch:  4 Batch:  71 Loss: ['0.5426', '0.2231', '0.1198'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  81 Loss: ['0.5095', '0.2107', '0.1077'] Accuracy Train: ['81.6%', '84.7%', '79.6%']%

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.37%'] | Times: [['7.08ms', '10.96ms'], ['8.39ms', '5.49ms'], ['8.34ms', '5.23ms']] | CNFs: ['0.77', '0.83', '0.81']


Duration: 127 seconds

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.59%'] | Times: [['6.89ms', '10.88ms'], ['8.35ms', '5.50ms'], ['8.25ms', '5.05ms']] | CNFs: ['0.77', '0.83', '0.81']

Correct: 3 - [[0.30146875977516174, 3], [0.7215815186500549, 3], [0.4469303488731384, 3]]
Correct: 0 - [[0.3990044891834259, 4], [0.46612176299095154, 2], [0.37322714924812317, 4]]
Correct: 8 - [[0.45276230573654175, 3], [0.36134856939315796, 8], [0.4418475329875946, 8]]
Correct: 8 - [[0.610722541809082, 9], [0.45823633670806885, 9], [0.5403124094009399, 9]]
Correct: 4 - [[0.17534126341342926, 0], [0.4287545382976532, 4], [0.28916871547698975, 3]]
Correct: 5 - [[0.4457159638404846, 0], [0.18607404828071594, 3], [0.25478458404541016, 1]]
Correct: 7 - [[0.2697708010673523, 7], [0.4566035568714142, 2], [0.2421424835920334, 7]]
Correct: 5 - [[0.4352353513240814, 2], [0.3942692279815674, 3], [0.39616355299949646, 3]]
Correct: 6 - [[0.7898845672607422, 6], [0.8328547477722168, 6], [0.322149395942688, 1]]
Correct: 9 - [[0.8990079164505005, 9], [0.9641907215118408, 9], [0.7976430058479309, 9]]
Correct: 1 - [[0.39118918776512146, 1], [0.8105144500732422, 1], [0.4384661316871643, 1]]
Correct: 6 - [[0.3272543251514435, 9], [0.36133065819740295, 2], [0.2230032980442047, 1]]
Correct: 7 - [[0.47876614332199097, 7], [0.8391642570495605, 2], [0.34543755650520325, 7]]
Correct: 2 - [[0.5305148363113403, 2], [0.6247566342353821, 2], [0.31229516863822937, 2]]
Correct: 0 - [[0.4899969696998596, 9], [0.42685556411743164, 0], [0.32302382588386536, 9]]
Correct: 1 - [[0.37879830598831177, 9], [0.45507684350013733, 3], [0.647843599319458, 9]]
Correct: 4 - [[0.44201934337615967, 4], [0.7474483251571655, 4], [0.8650310039520264, 4]]
Correct: 5 - [[0.32125651836395264, 7], [0.7083755731582642, 2], [0.4348610043525696, 3]]
Correct: 6 - [[0.2870332598686218, 3], [0.5565454959869385, 3], [0.4533703923225403, 6]]
Correct: 0 - [[0.7123876214027405, 9], [0.4407810866832733, 9], [0.5416087508201599, 9]]
Correct: 0 - [[0.4669555425643921, 9], [0.4825141131877899, 2], [0.4777907133102417, 4]]
Correct: 2 - [[0.3379133939743042, 2], [0.5992275476455688, 2], [0.2534424960613251, 0]]
Correct: 7 - [[0.4393094480037689, 3], [0.4320995509624481, 3], [0.2333008348941803, 3]]
Correct: 5 - [[0.29439646005630493, 3], [0.7453542947769165, 4], [0.34126684069633484, 3]]
Correct: 6 - [[0.43661704659461975, 9], [0.4523792564868927, 6], [0.5446048378944397, 6]]
Correct: 0 - [[0.47736579179763794, 2], [0.3509175777435303, 2], [0.47464028000831604, 6]]
Correct: 6 - [[0.2799365222454071, 3], [0.36100441217422485, 2], [0.2974870502948761, 7]]
Correct: 2 - [[0.48661601543426514, 2], [0.6316831111907959, 2], [0.3857232332229614, 4]]
Correct: 9 - [[0.789579451084137, 9], [0.45507195591926575, 9], [0.5291433930397034, 6]]
Correct: 1 - [[0.2345110923051834, 2], [0.4214212894439697, 1], [0.21540497243404388, 8]]
Correct: 7 - [[0.3269200026988983, 4], [0.9272323250770569, 4], [0.6686362028121948, 4]]
Correct: 7 - [[0.8476619124412537, 7], [0.4510173499584198, 4], [0.527215301990509, 4]]
Correct: 5 - [[0.21243269741535187, 3], [0.5346168875694275, 4], [0.2509995400905609, 4]]
Correct: 2 - [[0.853982150554657, 2], [0.9322865605354309, 2], [0.2942834794521332, 2]]
Correct: 5 - [[0.48138922452926636, 7], [0.3353394567966461, 7], [0.25790759921073914, 2]]
Correct: 6 - [[0.4730090796947479, 6], [0.929265022277832, 6], [0.8129131197929382, 6]]
Correct: 4 - [[0.3678467571735382, 7], [0.772705614566803, 4], [0.5781322121620178, 4]]
Correct: 1 - [[0.280232697725296, 9], [0.49721530079841614, 1], [0.40189582109451294, 1]]
Correct: 4 - [[0.4489166736602783, 7], [0.40325233340263367, 4], [0.5497168898582458, 7]]
Correct: 3 - [[0.30462998151779175, 9], [0.4063577950000763, 4], [0.34309667348861694, 3]]
Correct: 3 - [[0.3216477632522583, 6], [0.336986243724823, 6], [0.2127651423215866, 3]]
Correct: 3 - [[0.5867689251899719, 9], [0.7269420027732849, 9], [0.5783637762069702, 1]]
Correct: 0 - [[0.30920279026031494, 9], [0.37888944149017334, 0], [0.33075666427612305, 3]]
Correct: 3 - [[0.41683900356292725, 3], [0.8149762749671936, 3], [0.44802314043045044, 3]]
Correct: 5 - [[0.3547080159187317, 2], [0.5712958574295044, 3], [0.22451990842819214, 1]]
Correct: 5 - [[0.5862783789634705, 5], [0.6239076256752014, 5], [0.4214403033256531, 5]]
Correct: 8 - [[0.2469545304775238, 9], [0.6305056810379028, 9], [0.31171131134033203, 1]]
Correct: 9 - [[0.5177759528160095, 9], [0.3100976347923279, 9], [0.2415175884962082, 9]]
Correct: 7 - [[0.38033396005630493, 7], [0.8952919244766235, 7], [0.3594951033592224, 7]]
Correct: 3 - [[0.7874552607536316, 2], [0.5143676400184631, 2], [0.3335038721561432, 2]]
Correct: 1 - [[0.496654212474823, 9], [0.4855080544948578, 9], [0.2281775027513504, 3]]
Correct: 3 - [[0.21706506609916687, 7], [0.588624119758606, 4], [0.31400224566459656, 3]]
Correct: 3 - [[0.4051491320133209, 7], [0.4627469480037689, 2], [0.3739624619483948, 6]]
Correct: 3 - [[0.2909165918827057, 3], [0.5465576648712158, 3], [0.6991724371910095, 3]]
Correct: 4 - [[0.5480189919471741, 7], [0.655489444732666, 4], [0.7384756207466125, 4]]
Correct: 4 - [[0.28188201785087585, 7], [0.7857947945594788, 4], [0.4891342222690582, 4]]
Correct: 2 - [[0.3677287697792053, 2], [0.3546530306339264, 3], [0.2545885741710663, 5]]
Correct: 3 - [[0.9347106218338013, 3], [0.9931981563568115, 3], [0.7342849373817444, 3]]
Correct: 3 - [[0.6241040229797363, 3], [0.5278797745704651, 3], [0.41611215472221375, 1]]
Correct: 8 - [[0.4066466987133026, 9], [0.3981819748878479, 2], [0.15536446869373322, 8]]
Correct: 1 - [[0.6204437613487244, 1], [0.8660746216773987, 1], [0.9094135761260986, 1]]
Correct: 7 - [[0.3953574001789093, 7], [0.5656465888023376, 7], [0.4019651710987091, 9]]
Correct: 7 - [[0.9212133884429932, 7], [0.9168462753295898, 7], [0.8394983410835266, 7]]
Correct: 0 - [[0.29259365797042847, 0], [0.44097471237182617, 4], [0.38755980134010315, 0]]
Correct: 7 - [[0.22905665636062622, 2], [0.6019660234451294, 2], [0.25091099739074707, 2]]
Correct: 4 - [[0.506225049495697, 4], [0.9840672016143799, 4], [0.6424907445907593, 4]]
Correct: 5 - [[0.2528758645057678, 9], [0.3675348460674286, 3], [0.4999942183494568, 1]]
Correct: 1 - [[0.43880605697631836, 9], [0.6234175562858582, 1], [0.7039838433265686, 1]]
Correct: 4 - [[0.330112487077713, 4], [0.6978118419647217, 4], [0.5033431649208069, 4]]
Correct: 2 - [[0.4338362216949463, 9], [0.5074406862258911, 2], [0.24151355028152466, 7]]
Correct: 4 - [[0.5113465785980225, 4], [0.9338417649269104, 4], [0.6317923069000244, 4]]
Correct: 3 - [[0.40141743421554565, 3], [0.4190950393676758, 3], [0.5522906184196472, 6]]
Correct: 9 - [[0.400656133890152, 2], [0.6439809203147888, 4], [0.7317656874656677, 4]]
Correct: 9 - [[0.3431869149208069, 9], [0.49100223183631897, 2], [0.2699882984161377, 2]]
Correct: 4 - [[0.48704126477241516, 7], [0.7455511093139648, 2], [0.22532296180725098, 0]]
Correct: 9 - [[0.719912052154541, 9], [0.8094310164451599, 9], [0.4513583183288574, 9]]
Correct: 9 - [[0.3941669762134552, 9], [0.46355724334716797, 9], [0.4059414267539978, 6]]
Correct: 1 - [[0.2824181914329529, 9], [0.521573543548584, 9], [0.5827336311340332, 4]]
Correct: 8 - [[0.6378000974655151, 3], [0.8833141326904297, 4], [0.7812030911445618, 4]]
Correct: 1 - [[0.2755476236343384, 3], [0.24241392314434052, 1], [0.3935562074184418, 1]]
Correct: 6 - [[0.3492238223552704, 6], [0.49445751309394836, 2], [0.575821578502655, 1]]
Correct: 7 - [[0.8758924603462219, 7], [0.4020884335041046, 7], [0.6084852814674377, 4]]
Correct: 5 - [[0.31353139877319336, 9], [0.2679121792316437, 2], [0.16724562644958496, 9]]
Correct: 5 - [[0.35155078768730164, 2], [0.7121245265007019, 2], [0.26238593459129333, 2]]
Correct: 4 - [[0.314158171415329, 4], [0.5372862815856934, 2], [0.48585763573646545, 2]]
Correct: 9 - [[0.4859243333339691, 9], [0.6668295860290527, 2], [0.3342295289039612, 5]]
Correct: 7 - [[0.3282475471496582, 2], [0.505892276763916, 2], [0.5094704627990723, 3]]
Correct: 6 - [[0.30597060918807983, 9], [0.6135881543159485, 4], [0.7321522831916809, 4]]
Correct: 5 - [[0.22892118990421295, 4], [0.34709540009498596, 4], [0.24491095542907715, 9]]
Correct: 9 - [[0.7750775218009949, 9], [0.716883659362793, 9], [0.531950831413269, 9]]
Correct: 2 - [[0.3088943064212799, 7], [0.48383817076683044, 2], [0.17065931856632233, 6]]
Correct: 4 - [[0.7907390594482422, 4], [0.9615843296051025, 4], [0.9132157564163208, 4]]
Correct: 0 - [[0.6447802782058716, 0], [0.7570909857749939, 0], [0.32947155833244324, 0]]
Correct: 7 - [[0.9580789804458618, 7], [0.6870065927505493, 7], [0.5411204099655151, 7]]
Correct: 8 - [[0.3055652379989624, 9], [0.3859390616416931, 4], [0.40298154950141907, 0]]
Correct: 5 - [[0.31462350487709045, 2], [0.6555778384208679, 2], [0.268229216337204, 7]]
Correct: 5 - [[0.5815005302429199, 3], [0.5337396264076233, 5], [0.3620566427707672, 5]]
Correct: 0 - [[0.6379042267799377, 2], [0.8869330286979675, 2], [0.27955421805381775, 2]]
Correct: 0 - [[0.21611738204956055, 0], [0.43840450048446655, 3], [0.3953813314437866, 3]]
Correct: 9 - [[0.5294669270515442, 9], [0.8786386847496033, 9], [0.9462290406227112, 9]]
Correct: 9 - [[0.5459051728248596, 9], [0.6452398896217346, 2], [0.6057244539260864, 7]]
Correct: 8 - [[0.7629550099372864, 9], [0.6039811968803406, 9], [0.7119426131248474, 9]]
Correct: 2 - [[0.30377882719039917, 3], [0.7070382833480835, 4], [0.4998103380203247, 4]]
Correct: 5 - [[0.6061471104621887, 5], [0.41886866092681885, 5], [0.18324777483940125, 5]]
Correct: 4 - [[0.4794885516166687, 7], [0.28971830010414124, 2], [0.19930239021778107, 6]]
Correct: 8 - [[0.22621561586856842, 2], [0.46985095739364624, 3], [0.1913772076368332, 7]]
Correct: 3 - [[0.18363149464130402, 9], [0.6592643857002258, 4], [0.9430014491081238, 4]]
Correct: 6 - [[0.2770056128501892, 3], [0.3642149269580841, 6], [0.49838998913764954, 6]]
Correct: 3 - [[0.24641276895999908, 7], [0.6088722944259644, 3], [0.7101669311523438, 3]]
Correct: 6 - [[0.3867679238319397, 3], [0.5938992500305176, 2], [0.19039256870746613, 7]]
Correct: 0 - [[0.5872418880462646, 0], [0.597145140171051, 2], [0.272262841463089, 0]]
Correct: 6 - [[0.48384878039360046, 6], [0.9088267087936401, 6], [0.5340315103530884, 6]]
Correct: 6 - [[0.3314681351184845, 9], [0.34505495429039, 6], [0.8844489455223083, 1]]
Correct: 6 - [[0.3195090591907501, 9], [0.5941275358200073, 9], [0.4712928831577301, 9]]
Correct: 9 - [[0.4515502154827118, 9], [0.5167376399040222, 9], [0.24675635993480682, 6]]
Correct: 6 - [[0.2953626215457916, 2], [0.33145591616630554, 2], [0.5855101346969604, 6]]
Correct: 6 - [[0.20678012073040009, 9], [0.4872826635837555, 9], [0.7137119174003601, 9]]
Correct: 8 - [[0.553732693195343, 9], [0.4103540778160095, 2], [0.23928385972976685, 6]]
Correct: 6 - [[0.20418605208396912, 2], [0.31336238980293274, 4], [0.5943925976753235, 4]]
Correct: 2 - [[0.48015493154525757, 9], [0.40369296073913574, 6], [0.2834377586841583, 6]]
Correct: 4 - [[0.47802498936653137, 4], [0.6235639452934265, 4], [0.456880122423172, 0]]
Correct: 5 - [[0.3177361488342285, 3], [0.3545099198818207, 2], [0.38938239216804504, 2]]
Correct: 8 - [[0.2774410843849182, 8], [0.7330203056335449, 2], [0.23767472803592682, 8]]
Correct: 1 - [[0.4247305989265442, 5], [0.3608585596084595, 9], [0.4130063056945801, 1]]
Correct: 2 - [[0.3596942126750946, 3], [0.8368312120437622, 2], [0.6895922422409058, 2]]
Correct: 7 - [[0.3859740197658539, 0], [0.3484112620353699, 0], [0.31728455424308777, 0]]
Correct: 6 - [[0.4402848482131958, 6], [0.8934884071350098, 6], [0.9496177434921265, 6]]
Correct: 5 - [[0.44947564601898193, 7], [0.25535377860069275, 3], [0.24916037917137146, 6]]
Correct: 7 - [[0.5191819071769714, 7], [0.33171766996383667, 7], [0.29563701152801514, 4]]
Correct: 8 - [[0.38857799768447876, 9], [0.40880629420280457, 0], [0.2311389297246933, 9]]
Correct: 1 - [[0.19153478741645813, 3], [0.46430549025535583, 2], [0.244820699095726, 1]]
Correct: 8 - [[0.4796193242073059, 7], [0.5809926390647888, 2], [0.42587658762931824, 9]]
Correct: 0 - [[0.23911882936954498, 0], [0.6852205991744995, 4], [0.5323584675788879, 4]]
Correct: 8 - [[0.5152258276939392, 9], [0.38126373291015625, 9], [0.4130464792251587, 6]]
Correct: 6 - [[0.5492541193962097, 6], [0.5287949442863464, 6], [0.8528584837913513, 6]]
Correct: 9 - [[0.43745121359825134, 9], [0.2809865474700928, 4], [0.37552469968795776, 4]]
Correct: 2 - [[0.42500415444374084, 7], [0.745069682598114, 2], [0.27499210834503174, 4]]
Correct: 8 - [[0.5884436368942261, 9], [0.3434435725212097, 2], [0.6434946060180664, 9]]
Correct: 9 - [[0.6347581744194031, 9], [0.8383662700653076, 9], [0.18389858305454254, 7]]
Correct: 4 - [[0.22562076151371002, 9], [0.6493219137191772, 4], [0.21146364510059357, 6]]
Correct: 0 - [[0.567827045917511, 0], [0.5257084369659424, 2], [0.5122870206832886, 0]]
Correct: 9 - [[0.8631054162979126, 9], [0.7605735063552856, 9], [0.3395640552043915, 6]]
Correct: 4 - [[0.2542159855365753, 4], [0.7384420037269592, 4], [0.6634275317192078, 4]]
Correct: 9 - [[0.4457465708255768, 9], [0.8834372758865356, 9], [0.34873512387275696, 3]]
Correct: 5 - [[0.36317598819732666, 2], [0.740306556224823, 2], [0.241596519947052, 2]]
Correct: 7 - [[0.8243008255958557, 7], [0.8788077235221863, 7], [0.3126547038555145, 4]]
Correct: 5 - [[0.3381636142730713, 1], [0.7262361645698547, 2], [0.3681913912296295, 6]]
Correct: 5 - [[0.2562398314476013, 7], [0.32643601298332214, 2], [0.4373182952404022, 3]]
Correct: 9 - [[0.7069523930549622, 9], [0.4686722457408905, 2], [0.7922894954681396, 9]]
Correct: 5 - [[0.3811953365802765, 3], [0.39952459931373596, 3], [0.5649570822715759, 5]]
Correct: 3 - [[0.33510905504226685, 3], [0.2636876702308655, 3], [0.2025342732667923, 3]]
Correct: 0 - [[0.35976558923721313, 9], [0.4086407423019409, 9], [0.5685335397720337, 9]]
Correct: 1 - [[0.44602012634277344, 1], [0.8673763871192932, 1], [0.7359352707862854, 1]]
Correct: 9 - [[0.7647587656974792, 9], [0.8711249828338623, 9], [0.5466357469558716, 1]]
Correct: 7 - [[0.4054987132549286, 2], [0.5378857254981995, 7], [0.28287315368652344, 3]]
Correct: 2 - [[0.3506031930446625, 2], [0.829694390296936, 2], [0.5263603329658508, 2]]
Correct: 4 - [[0.3676601052284241, 4], [0.8577085137367249, 4], [0.9540051221847534, 4]]
Correct: 1 - [[0.37510401010513306, 2], [0.49981600046157837, 1], [0.6883624792098999, 1]]
Correct: 0 - [[0.2767382860183716, 0], [0.3695194125175476, 6], [0.40761852264404297, 1]]
Correct: 8 - [[0.6450216770172119, 3], [0.31694450974464417, 9], [0.25978320837020874, 4]]
Correct: 0 - [[0.38484570384025574, 3], [0.5598323941230774, 2], [0.2571887969970703, 5]]
Correct: 3 - [[0.3915136754512787, 3], [0.4128480851650238, 3], [0.3078400790691376, 3]]
Correct: 1 - [[0.402047336101532, 9], [0.38193297386169434, 1], [0.29996708035469055, 1]]
Correct: 7 - [[0.8468832969665527, 7], [0.9815104007720947, 7], [0.7127626538276672, 7]]
Correct: 0 - [[0.41287732124328613, 9], [0.23676669597625732, 8], [0.22913874685764313, 3]]
Correct: 0 - [[0.5636841058731079, 9], [0.5091109275817871, 0], [0.3656100928783417, 9]]
Correct: 4 - [[0.5903689861297607, 2], [0.6750733256340027, 2], [0.3031793534755707, 4]]
Correct: 8 - [[0.2827566862106323, 9], [0.25291523337364197, 9], [0.30440574884414673, 9]]
Correct: 6 - [[0.3018355369567871, 7], [0.317196786403656, 2], [0.3947272300720215, 6]]
Correct: 2 - [[0.5587130188941956, 3], [0.6311147212982178, 2], [0.20528599619865417, 9]]
Correct: 4 - [[0.3175809681415558, 4], [0.459208607673645, 2], [0.30171146988868713, 0]]
Correct: 0 - [[0.5596722960472107, 0], [0.9119018316268921, 0], [0.46481895446777344, 0]]
Correct: 0 - [[0.29107949137687683, 7], [0.41153469681739807, 0], [0.17673738300800323, 6]]
Correct: 9 - [[0.4431469738483429, 9], [0.3026008605957031, 9], [0.20592404901981354, 4]]
Correct: 0 - [[0.7480173110961914, 3], [0.40776893496513367, 4], [0.394034743309021, 3]]
Correct: 8 - [[0.49502918124198914, 9], [0.6976137757301331, 6], [0.35427144169807434, 6]]
Correct: 4 - [[0.44285067915916443, 2], [0.5897078514099121, 4], [0.34239140152931213, 1]]
Correct: 5 - [[0.33904027938842773, 9], [0.73905348777771, 3], [0.5096450448036194, 6]]
Correct: 9 - [[0.3881314992904663, 9], [0.4873203635215759, 9], [0.2360941469669342, 1]]
Correct: 3 - [[0.3731902241706848, 2], [0.5371215343475342, 3], [0.7585615515708923, 3]]
Correct: 9 - [[0.4032319188117981, 9], [0.5129795670509338, 9], [0.3315393030643463, 1]]
Correct: 0 - [[0.3886450529098511, 0], [0.3361402451992035, 0], [0.5980547666549683, 4]]
Correct: 5 - [[0.242642343044281, 9], [0.3253667950630188, 9], [0.3092869818210602, 9]]
Correct: 6 - [[0.35387444496154785, 9], [0.6773526072502136, 9], [0.19955505430698395, 4]]
Correct: 5 - [[0.43606024980545044, 9], [0.34031686186790466, 4], [0.21763385832309723, 1]]
Correct: 0 - [[0.37527796626091003, 7], [0.38027986884117126, 4], [0.33445313572883606, 7]]
Correct: 1 - [[0.2182287871837616, 4], [0.26530084013938904, 3], [0.3802447021007538, 8]]
Correct: 4 - [[0.27486854791641235, 4], [0.8234239816665649, 4], [0.636493444442749, 4]]
Correct: 8 - [[0.31110432744026184, 9], [0.49245983362197876, 6], [0.433618426322937, 8]]
Correct: 1 - [[0.6264727711677551, 1], [0.7514541745185852, 1], [0.4094942808151245, 1]]
Correct: 0 - [[0.35620516538619995, 0], [0.8263735771179199, 0], [0.4716821312904358, 0]]
Correct: 5 - [[0.5048847794532776, 7], [0.5194025039672852, 4], [0.7737638354301453, 4]]
Correct: 2 - [[0.49671027064323425, 3], [0.4523770213127136, 3], [0.641729474067688, 0]]
Correct: 1 - [[0.2825019061565399, 7], [0.3312361538410187, 3], [0.19849683344364166, 8]]
Correct: 0 - [[0.4843510687351227, 2], [0.8268612027168274, 2], [0.4476304054260254, 4]]
Correct: 2 - [[0.311222106218338, 2], [0.6281283497810364, 2], [0.4675138294696808, 4]]
Correct: 8 - [[0.3687947690486908, 4], [0.39293384552001953, 4], [0.4932067394256592, 6]]
Correct: 1 - [[0.20788638293743134, 1], [0.7957761883735657, 1], [0.43981078267097473, 1]]
Correct: 5 - [[0.37611421942710876, 5], [0.587148129940033, 2], [0.2917950451374054, 5]]
Correct: 6 - [[0.505133330821991, 6], [0.4561735987663269, 6], [0.6266853213310242, 6]]
Correct: 7 - [[0.7382118105888367, 7], [0.49485430121421814, 7], [0.6358008980751038, 7]]
Correct: 7 - [[0.39626768231391907, 9], [0.3039619028568268, 7], [0.2460828423500061, 1]]
